gene	Top	p.value	FDR	logFC.Astocyte	logFC.Immune.cell	logFC.Neoplastic	logFC.Oligodendrocyte	logFC.OPC	logFC.Vascular
ENSG00000174607	63	1.8275782919509744e-15	2.7031113949239607e-14	0.6317779179716188	1.5955804070967918	1.141228994787136	-5.037466539826575	-1.5919303669720377	1.617508213631683
ENSG00000141506	64	2.1367074635649668e-248	4.4198877720960475e-246	0	-3.5593768263959165	-0.016045805408936697	0	-0.002735123426707044	0
ENSG00000150760	64	8.276448306156483e-35	2.058009523933298e-33	-1.838163675253817	-0.2555628948988752	-0.8366453032329116	-3.0473623664735263	-2.1807824617151934	-0.6990347369482548
ENSG00000110719	65	1.5110301896025892e-246	3.0809905565996034e-244	0	-3.7165762906001656	-0.7522007213868526	-0.10687765278212084	-0.03709760203314778	-0.9250663508887098
ENSG00000132879	65	4.3042674310644403e-14	5.901518640113613e-13	3.852762105032758	4.6182197888811025	4.100577630792185	4.305224563938359	3.8136399122145304	4.906872689554421
ENSG00000142156	65	6.011831439487873e-46	1.902591355561207e-44	-2.1316481554745765	-0.05154393374458629	-1.3046738068305883	-0.3443559266352278	-2.1022200407257614	-5.170798473616551
ENSG00000147488	65	2.2166948297323573e-15	3.265106842597521e-14	0.3814478230058892	-0.5855103338867613	0.02854639739217235	-4.833791659384616	-0.1972134469707889	0.16647543826622324
ENSG00000149090	65	6.336205703981249e-36	1.6063350623965273e-34	-5.827913613812771	-0.0036476511811776675	-1.1073281198751894	-0.08392044151985371	-0.05084899421103253	-1.5897008857889738
ENSG00000101955	66	6.583194789718724e-70	3.070651608942996e-68	-0.7316898471161827	-0.0031433491864832053	-2.2933104100235084	-0.10636424252368626	-0.4918743825157959	-0.6408714505793285
ENSG00000134871	66	4.38153196835212e-14	6.001689614615137e-13	0.15210878180379261	0.40601128105928785	-1.1067246888672135	0.661568085619944	0.19499503335992263	-7.245054043873765
ENSG00000136826	66	3.5441661892273823e-246	7.12477239702014e-244	-0.9064345076214814	-3.504234383979022	-0.9962261931809144	-1.0151989325346418	-1.9073573202719998	-4.8666933990644035
ENSG00000126803	67	2.90476719097359e-15	4.256647034575576e-14	-3.4223528195857442	-0.30323449224357635	-1.2107103158403771	-6.056707534277105	-0.5616027401555017	-0.1980361747969166
ENSG00000134107	67	1.439274119313642e-147	1.467339964640219e-145	-3.0466128028189745	-2.170048698682664	-1.97297833087857	-0.05062330196442549	-1.3260409594379359	-4.227457426484372
ENSG00000138696	67	2.29630186381954e-60	9.232427183745382e-59	-4.574162714597885	-0.004955807261661368	-1.493092929662788	0	-0.048077222263024876	0
ENSG00000144834	67	8.878063889127851e-17	1.3669536773411161e-15	7.350420827120051	7.554080612507149	7.296725563568876	7.481149722951534	5.66962245236127	7.559948047095085
ENSG00000163235	67	4.0473587770840835e-33	9.741644489936138e-32	0	-0.10600340178388294	-0.03794402762029239	-1.4359489148782012	-2.1661874491574173	0
ENSG00000197249	67	9.493123041516761e-245	1.88187979404957e-242	-0.01855730930260617	-3.792464104625334	-0.04132392549099168	0	-0.014372446734108603	-0.026541323755174852
ENSG00000107719	68	1.412010377360201e-243	2.7607704268579313e-241	-0.023928307036136107	-3.5311183244301114	-0.022075680803225348	-0.03477114642525706	-0.2468370488600636	-1.8997832178717255
ENSG00000128283	68	5.598250975780537e-43	1.6646632536940643e-41	-0.5530147736783442	-0.13376400454733828	-1.3321980397458686	-4.24706390114242	-1.4103192266686244	-2.391494639980399
ENSG00000182718	68	1.8813290085320145e-39	5.193850858564325e-38	-0.6043105002476205	-4.835520417389575	-4.807019451782825	-0.50285890774752	-0.9067089144042273	-6.828065921215603
ENSG00000220205	68	1.2527247556627254e-32	2.9701229962747637e-31	4.0217845046400305	6.064684240488484	4.342139637895373	2.5153993807333164	2.9114655402443352	4.301943692346168
ENSG00000067082	69	1.0908171459972867e-13	1.4743591974260697e-12	-0.2423210410555725	-7.196152555531056	-2.881230386447785	0.04312072037240999	-0.8683222900995158	-7.705455598635235
ENSG00000133321	69	1.3402169717289205e-68	6.131063088938149e-67	-1.0530854192991048	-0.7517642606562686	-1.8725979538213613	-1.5730755606310376	-0.4231785356613269	-1.1903573403790133
ENSG00000148841	69	9.16147776149428e-242	1.767050974186543e-239	-0.45074004009579133	-3.2720097384101443	-0.8349543008263471	-0.24070825448625754	-0.002158980570960112	-4.041740152235204
ENSG00000103490	70	1.3136059669153577e-240	2.4998797287711242e-238	-0.07256483179442369	-3.1065535762190213	-0.07720488082498071	-0.09876880502294967	-0.2225739706925405	-1.4731047864296107
ENSG00000143416	70	1.6239343815420195e-19	2.7659206954354633e-18	-5.321241238708519	-0.2920433238720012	-0.28245554599407535	0.041350609419039036	0.004259647786847648	-1.5074394811955185
ENSG00000170439	70	1.8408972050517276e-68	8.39460888425037e-67	-0.723860814651564	-0.24372627972522537	-2.303202164143191	0	-0.29740856571975277	0
ENSG00000004799	71	4.386494168453204e-240	8.237951482411873e-238	-4.879436304637758	-3.7117271922697173	-0.7923179256007497	-2.807798038459981	-1.1369993304975143	-1.142813832121223
ENSG00000129244	71	5.7061652190800315e-15	8.243329572057607e-14	-3.3793259422598183	4.0891359073912525	-0.1771221404184704	4.903304932358458	0.6354522500950806	2.817947131135084
ENSG00000131711	71	1.664984947738595e-19	2.83245889857843e-18	6.723846554350096	8.514023125102836	1.4296658045696837	1.8639236672881916	3.0587167144557865	3.900619465178722
ENSG00000149257	71	2.4225760738662563e-13	3.2345583070433182e-12	-0.5345324468147112	-1.0616716872951912	-1.2202466097056612	0.22333502009000375	-0.46034195794591404	-4.521561981460097
ENSG00000256235	71	8.058685223719974e-133	7.100099641861509e-131	-0.3342345652645428	-2.160365438042007	-2.144839478104187	0	-0.5595388676701952	-2.860746297728598
ENSG00000116675	72	1.287449782739218e-17	2.0508672710978686e-16	5.971589820807875	6.959354815693731	6.090469664029501	0.3058130923707898	4.818496772618064	6.977359781449463
ENSG00000140497	72	4.300250985499078e-236	7.971101599484195e-234	-2.4692091199657598	-3.1955823711126645	-1.7691724278878183	-1.1588931191292942	-1.8662503463148945	-1.3525488318290846
ENSG00000148926	72	4.0193174544848115e-77	2.0488470724236329e-75	-0.5523035382880443	-1.4294189856544803	-2.3417425666995757	-0.0896550648384532	-0.18536789781860527	-4.499019987143999
ENSG00000184232	72	4.3366383826939756e-19	7.222501707840272e-18	-4.225689158560842	-0.9865671567203314	-0.5514845858768374	-0.44822846475604183	-0.37282974914344	-2.833702256337058
ENSG00000137726	73	8.032088968234327e-15	1.1475676260621456e-13	8.763164882595955	8.751213380986485	3.4155423109331933	8.343809887195853	0.6811223416801031	5.842035070654001
ENSG00000139155	73	6.711752943062981e-19	1.1100446089958023e-17	-5.484526496464962	0.21071881813371682	-0.7406408871601274	0.22628792317128468	0.18854861748922797	-0.7425735276288173
ENSG00000148737	73	2.4198207811244364e-51	8.322434219033529e-50	-3.302946454618056	-0.5620848065419998	-1.1394793326924215	-0.2655875515498624	-1.5885849314667346	-1.479293783218453
ENSG00000198300	73	2.812096578969776e-13	3.74063881375915e-12	5.957724793871398	6.172079452449211	5.300306344524602	4.785632886157767	3.8651640140406776	5.453384185158238
ENSG00000106799	74	1.108288546066774e-233	2.002354736457194e-231	-0.3632009087021198	-3.2223082472065934	-0.6951593772358733	-0.8153806134531294	-0.9363011665259814	-1.5550066498141761
ENSG00000117115	74	4.742226676113439e-56	1.7580727622900492e-54	-2.6044229284824834	-4.3303259757046355	-0.8475359420173386	-4.549281712889424	-1.3519746761331652	-0.3411638771737293
ENSG00000135899	74	2.2092503798891712e-162	2.5025897358856303e-160	-0.9737660487122158	-2.104655070067548	-1.4937523435768056	-0.7330029548786751	-1.1203933104320856	-1.2524118154062671
ENSG00000160789	74	3.696341044970763e-13	4.8940515523995975e-12	-1.8575731279522245	-2.661234948695092	-4.25945085583297	-2.977461451246984	-3.126813654394498	-5.800106020951563
ENSG00000170961	74	2.284320712409043e-50	7.762883221003432e-49	-0.09903421528307159	-0.0030288728316822332	-1.1736985119971497	-0.12965627988366565	-1.5727924169168452	-0.06542806769523307
ENSG00000103647	75	1.758043634621122e-65	7.650169755166882e-64	-1.404045016350951	-0.004208651802018662	-1.6935393311799831	-1.941089075585387	-0.14016071258246224	-0.29450672568666475
ENSG00000133318	75	2.2416892000443995e-15	3.2985185517766674e-14	2.86221598248457	6.187232155947133	2.3716652973605816	-0.010860568253383109	1.9044158734229102	6.146062821917044
ENSG00000070214	76	1.1986450875094938e-14	1.6922118035631072e-13	-1.2691753305910445	-0.7074113301140037	-1.199463931828984	-7.525051176951229	-2.418833332304435	-0.041942937203481634
ENSG00000101336	76	2.4023959662903055e-233	4.233258966279014e-231	-0.110274608386174	-3.1804990501632764	-0.15218026070106477	-0.04391256572506311	-0.17621263184039018	-0.05382099860763723
ENSG00000125285	76	4.159510622791927e-29	9.218741478122521e-28	-0.5221079625864555	0	-0.3372094532347814	0	-1.1887204560834759	0
ENSG00000121005	77	6.771529531735564e-65	2.928789121407907e-63	-0.480304245601911	-0.0014627852300780795	-1.9712399019929063	-0.10454547328240459	-1.035551539745309	-0.27845667719757594
ENSG00000171522	77	3.2680905619284793e-233	5.688470315903276e-231	-0.01108331587691589	-3.292838728760875	-0.08114688375279631	-0.014608747078397821	0	-0.9759174857724188
ENSG00000256222	77	6.378164450896902e-13	8.36723724335032e-12	-1.3325905639098785	-1.9402429825253489	-1.5370104395856918	-0.9630183493590767	-0.9555618286277773	-2.2586668918292325
ENSG00000100842	78	2.3062889684823967e-32	5.431957499529602e-31	-0.5474545208748123	-5.590274168195517e-4	-0.7913728166098433	-1.398584912531497	-1.6735068914935138	-0.23561277386820256
ENSG00000121933	78	8.751232034535548e-231	1.504895600348426e-228	0	-3.6362314498149684	-0.032015000974920056	-0.4588245157954458	-0.008987555411165414	0
ENSG00000146122	78	3.144535643667984e-14	4.353245125322315e-13	-2.174899332647886	-1.2909209744525179	-1.2465844410899616	-4.59951365898156	-0.7286997772795476	-2.6010061893738294
ENSG00000154856	78	1.491551030599082e-24	2.916288747909676e-23	-4.745166526271122	-0.5178720673842347	-1.1629253369635235	-0.39377959271099416	-4.139171062777448	-1.8598145715064638
ENSG00000243749	78	9.411262579867086e-108	6.5846544511001365e-106	-1.4949520405734973	-1.6853263078423197	-1.6436424189032923	-0.5081738523500986	-0.7546453999914032	-3.8405647197961956
ENSG00000269028	78	7.458402765622126e-13	9.757450290900513e-12	-1.2050234961724409	-1.9138713079882148	-1.4043708388771616	-1.004441535697456	-0.8470853516883778	-2.3332827335644364
ENSG00000099194	79	4.1154370487604754e-14	5.65892418082449e-13	-2.0089055915065197	-0.962700187275762	-2.0520149722700394	-8.963675497689268	-3.5891918598994295	0.7150269952907058
ENSG00000169413	79	1.8002676889448063e-230	3.058954848132115e-228	0	-3.2739154599862985	-0.02080644684750122	0	-0.00361811954835039	0
ENSG00000178075	79	2.508796675410233e-18	4.07372638772814e-17	-4.411226646094295	0.14235587139329178	-0.7342585674435762	0.16545576145551857	-0.9616893455175418	0.07874314842891217
ENSG00000184258	79	1.305421733141412e-16	1.9970294101958593e-15	7.320994865463233	8.212927900068683	7.679359331888752	2.662799592848712	0.6357371966951106	6.276111271349835
ENSG00000196091	79	1.0410528044493e-64	4.475586348766528e-63	-4.524355072621772	-0.024281802115549023	-1.4245256616657243	-0.09516741731695734	-0.0031697070793500347	-0.11687073591343623
ENSG00000121966	80	3.94311972021524e-230	6.6211938548976e-228	-0.6861509077932291	-3.918690170306748	-1.200270428630202	-0.21591390015203293	-0.025717527697694722	-1.1531190846453356
ENSG00000138448	80	1.184119082734033e-27	2.511282565804284e-26	-2.6915460922358756	-2.598816678598581	-2.4847230868390175	-0.6915158591647401	-2.9307220771865783	-2.6109576511782913
ENSG00000146592	80	4.241974565299252e-14	5.821702208703486e-13	-0.5615555309374684	-0.41308769007323953	-4.217953816597866	-5.501951702390687	-4.156279227900896	-1.8959947761173481
ENSG00000178878	80	1.3619728908054995e-12	1.757634635666082e-11	0.1981098604291892	-0.6611295065838978	-0.15567241221665618	0.19651140307842874	-0.04274564795094915	-5.617102132717379
ENSG00000198417	80	1.4851612756660838e-64	6.34661882861737e-63	-2.1488174020088664	-0.533274853144013	-1.1408163711038835	-0.06284613122301487	-0.9329113063675434	-0.8727367894907686
ENSG00000011426	81	8.467945101554963e-14	1.1499807843434254e-12	0.44155413853155767	0.2182315483857697	-0.20931569977848258	-6.048744711532884	0.43422115027245406	0.24971985080539577
ENSG00000125820	81	1.4320699723500396e-27	3.023658981560965e-26	-0.29658238854368757	-0.005023766063109808	-0.5720821654945032	-0.9692654491603594	-1.5560234597520022	0
ENSG00000162599	81	4.095631886446105e-18	6.620266581567992e-17	-5.376166285054775	-0.2527881119814014	-5.2715026043270905	-2.9932645499762676	-4.702379161717062	-3.0379105375902653
ENSG00000166165	81	1.4914536789145232e-12	1.9195237474433718e-11	-0.9174342136714948	7.342381781929054	2.474932094040499	1.8093419218570759	2.559375556636362	8.107266168185385
ENSG00000105223	82	1.9160508027811696e-15	2.8310344832397185e-14	4.166446465575764	3.7205540023759607	3.82771922787686	4.439283986482602	3.2657585269435527	3.8966111249359834
ENSG00000125355	82	1.2316029739944592e-57	4.738185781084339e-56	-0.34575526737008266	-0.09278444663481045	-1.6939343439726169	-0.2207204260769953	-1.906545623765065	0
ENSG00000047365	83	1.2590756169214537e-18	2.0561540366498748e-17	-4.383363331256303	-0.6243457400224208	-2.267467004713238	-4.78777148968197	-1.981074077694521	-1.1541865002863019
ENSG00000118503	83	4.012598210392126e-226	6.435035309767389e-224	-0.3265028685662574	-3.5888675338469516	-1.1210802002762832	-0.24552952112645157	-0.13368367565946934	-4.068975887281272
ENSG00000163399	83	6.0249429391443154e-18	9.705870267540286e-17	5.774282981414425	3.001465050926641	2.7761819559199648	4.005091293201702	1.9946327176359817	3.760022228933072
ENSG00000115107	84	6.467651073181569e-64	2.739251743843363e-62	-0.22979445127839157	-0.8260314121475909	-1.8216935378574983	0	-0.1396271677549135	0
ENSG00000171659	84	4.064891977738016e-225	6.446467022028413e-223	0	-3.356084219552689	-0.12260081098120884	-0.009785066289620137	-0.133959515337497	-0.23037980886013393
ENSG00000179915	84	4.254022300203202e-13	5.606432159815349e-12	0.7424481566676864	6.401510415797033	3.7665843983713927	6.2064763674029475	1.4447104720498398	6.395222160322259
ENSG00000105974	85	2.177595019730276e-63	9.168381627318667e-62	0	-0.05030353315728585	-2.2913680367900517	-0.6306101065944729	-0.453989099847463	-3.344363742372526
ENSG00000143514	85	6.868992157212772e-18	1.1015856748303102e-16	-6.304014197320202	-1.2567668724634753	-2.2414459372350573	-0.40538820777707735	-1.34925230411625	-1.2887997749623015
ENSG00000158859	85	2.8572903304366824e-13	3.797216469862456e-12	-0.16285869337327874	-1.4358552804020501	-0.007742315983862103	-3.9591745993870564	-0.6417824456960579	-2.379589689862782
ENSG00000159788	85	2.653226308000411e-12	3.372172670889567e-11	5.61096389791226	4.47964152454557	5.462609625286005	6.568642447506455	4.783548416423578	6.7350121729064325
ENSG00000161835	85	1.4896650034962712e-224	2.3364822631760786e-222	0	-2.392424676250821	-0.04706999364764667	-0.13340231087821136	-0.021205125914797385	-0.628472008655732
ENSG00000076604	86	5.045061071206521e-26	1.0228431345075353e-24	-1.2661758682853654	-0.21176146664300605	-1.4906551835598827	-0.8668306752331508	-3.6445212297188645	-0.9401457892722133
ENSG00000133169	86	1.8101498186030127e-14	2.525539429220022e-13	6.07509835317161	7.263481170549584	5.374464476009848	5.36146324844784	2.291832357629702	7.2367245227667185
ENSG00000169439	86	7.037442954416552e-18	1.1260697678070314e-16	-5.701642423099516	-0.8116942503465245	-1.527408444488919	-0.07167081539729553	0.15924210881749973	-2.382287583823572
ENSG00000176845	86	1.7625538271385343e-222	2.6762692313562704e-220	-0.2746151926671272	-2.8125204190441755	-0.21033001964816656	0	-0.35406693470000117	-0.3575761322261648
ENSG00000109458	87	8.537988383168485e-15	1.2161946925445475e-13	-0.9598116894554127	-0.6962560940104963	-1.4043605732012348	-4.809187221507709	-2.579880518772674	-1.7394159171501593
ENSG00000139289	87	7.751420911798814e-15	1.1096893748656435e-13	0.03862930732680159	-2.9433638214688775	-2.7139120880050163	0.4453892299768464	-6.209267801602093	-4.90165303402245
ENSG00000140968	87	5.758382208914404e-221	8.651514659771942e-219	0	-3.355009171137558	-0.06580729455187957	-0.13217905681191752	-0.022642573651439582	-0.12050667092169777
ENSG00000106483	88	3.9337534813095157e-60	1.5639683409116982e-58	-0.36645595634425815	-0.006166840365190134	-1.881967502402213	-0.07887766022211416	-0.7600816412731138	-1.9231860085963919
ENSG00000153551	88	5.552267280778429e-220	8.254949051932315e-218	-0.03511073368779926	-3.1034019329253617	-0.12842555238682596	-0.17361365540215457	-0.11787057699490716	-0.908736459708523
ENSG00000154493	88	1.306952182925304e-25	2.6347639134029537e-24	-0.4335488862938731	-0.003648958579109976	-0.3037895965705862	-3.5024899653708093	-1.750032168568207	-0.10343082134123448
ENSG00000164692	88	1.5175555108865063e-31	3.4935596462714476e-30	-0.5459903227166891	-0.5371881493227292	-2.108800283933733	-0.21121263356829797	-0.4450743469409424	-7.124458393291549
ENSG00000153208	89	3.838908814990831e-218	5.648736651171538e-216	-4.50877653650554	-3.075259315169955	-0.3124356894086407	0	-0.12470931596662128	-0.7322108916273268
ENSG00000175899	89	3.7880825125366227e-13	5.0108713347020495e-12	0.6213225569204761	-7.733763474679122	-0.25891655237617983	0.555458184841552	0.1998274826925942	-7.172178357110282
ENSG00000205929	89	1.6159390916018966e-59	6.353801282213109e-58	-0.07750541511022177	-0.007309854611597322	-1.7221815345740261	-0.036638128827707055	-0.12633787833601462	0
ENSG00000064787	90	1.713488785142013e-15	2.5396288089648975e-14	-0.21639731477900348	-0.7939377461517825	-0.21155090418176292	-4.347295893042077	-4.4775342143315875	-0.22082615499963196
ENSG00000108691	90	4.956779915009089e-167	5.75187965259541e-165	-0.5268544697616663	-3.442986432860267	-1.9574878640300488	-0.026185894441329467	-0.06858201719250567	-2.709215178408559
ENSG00000132471	90	5.668022178031722e-12	7.096463205881302e-11	0.7945154384685917	3.1039407459763146	2.35290621286142	1.066772845121375	1.4373840373589406	4.019148772200591
ENSG00000265972	90	1.1722635357659472e-125	9.90042452425306e-124	-3.612572564158257	-2.120929871879752	-1.593332911502371	-1.5549407503605626	-1.8008813322373132	-2.863644476229261
ENSG00000007384	91	1.1388282923910246e-24	2.2327604694089488e-23	-0.962986772604848	0.0026317698310400622	-0.759694975003914	-0.08135090879115447	-1.7230101216266862	-1.3312501186154395
ENSG00000128739	91	3.5070759796613784e-15	5.1182510692951757e-14	4.902915601077105	7.611740007265041	3.434013668772259	4.030468487279343	4.443364244041381	5.21748257985708
ENSG00000138756	91	4.6925073907943386e-212	6.69761579888091e-210	-2.437974497074309	-2.800792931579649	-0.7269929036893629	-0.2122833489360355	-0.42660391215567844	-0.6989643655381296
ENSG00000171840	91	2.689303741600167e-32	6.323629704095454e-31	-0.08078663301781115	-0.5427017785676223	-0.24168759538800005	-4.625562992421303	-0.35956857153478283	-0.38049785148948456
ENSG00000185432	91	1.4057481589124448e-17	2.231840208248868e-16	-4.428957776611292	-2.044696666178494	-2.004787611959381	-0.9040543753653179	-1.8424919363576069	-0.8815269340577019
ENSG00000124126	92	1.0781258958850124e-12	1.401465474678213e-11	-3.6649842856425	-4.987909221676874	-1.7310995889041951	-5.3816703824860355	-2.3897747005358414	-0.5886506415718897
ENSG00000145555	92	1.5835288236332097e-17	2.5113007666351964e-16	-5.407685564851311	-0.16171686638679406	-2.188620483703509	-1.6315843210553895	-3.9508801256947854	-2.176659975385052
ENSG00000149294	92	8.289850293886061e-12	1.0306710212947366e-10	-0.5178309337634444	6.386383465306451	2.9218592112413284	-1.5906968739255987	-1.296066301723985	6.327944806285291
ENSG00000179051	92	2.072503461757184e-207	2.928796228679206e-205	-0.0867736198081441	-2.9159282435498772	-1.2287000235011758	-0.4415826801476485	-1.1121399149454623	-0.6495996975573181
ENSG00000183386	92	1.775679711066019e-57	6.780515753373451e-56	-0.31783132956700494	-0.9140405328776602	-1.6923538116508943	-0.10109893808679979	-0.4644300441590721	-1.8855261696865646
ENSG00000107317	93	1.0946233507932054e-12	1.4203235532610368e-11	-7.711654104870302	1.0141165683230908	0.37858880758986924	-9.362130079630868	-4.396608095901847	-2.7261095625087237
ENSG00000153446	93	1.6865648831672133e-17	2.6717359131460145e-16	-4.620022211325322	-0.34644513473822947	-0.1994033311873504	-0.11929989677540681	-0.09528040351744685	-1.2603040327550283
ENSG00000161638	93	3.221327838997598e-207	4.507648259413016e-205	-0.09116250770162633	-3.2172490292837237	-1.4409364707086705	-0.09495313623805508	-0.09629885249274257	-2.868011156715067
ENSG00000163629	93	1.8001519213210142e-57	6.851618232803937e-56	-2.208423634746246	-0.05532070330213267	-1.5403169302653907	-1.5568508462659916	-1.0009040189290328	-1.498477981256061
ENSG00000186310	93	4.213387309110364e-12	5.3031461254790415e-11	7.1900632286016775	7.84491090348312	6.8993421670565684	6.855959705861771	6.035988089152721	7.531718177564976
ENSG00000115183	94	6.05210522122715e-24	1.173664372589337e-22	-0.6235587348675466	-0.63937347428562	-2.3950606427612477	-1.283598599822771	-2.3145165410605175	-2.1670422015446764
ENSG00000143256	94	2.1031920667189504e-17	3.317001145666261e-16	4.770832676707154	3.204505130952057	2.0902789628874747	1.9712051496198515	2.913246206854631	2.120511518084568
ENSG00000163430	94	9.669773280585498e-12	1.1991022939513195e-10	-2.7887332946060375	0.5049266276756553	-1.7868266433710795	0.5242861272361079	-0.10826468584193216	-6.19728863723879
ENSG00000169896	94	8.853907239385014e-207	1.226910854638257e-204	0	-3.016441866322722	-0.02940767479028507	0	-0.01422804576115389	0
ENSG00000021300	95	1.5332425215733252e-12	1.9715288748122578e-11	-4.897782335589868	0.8882115798147876	-2.193673114571612	-7.52329486004805	-4.7056409607958125	1.0618977245888148
ENSG00000105894	95	3.399421302180252e-17	5.337727199782048e-16	-6.82154562537834	0.5043526156280929	-7.068125997373404	-3.9939201556820665	-5.848210604487601	-5.188582549717039
ENSG00000106571	95	1.3150371439234003e-56	4.952381307445595e-55	-4.147842869862853	-0.015652673168229974	-1.4923895831494798	0	-0.031507816868676417	-0.6161724383412878
ENSG00000156298	95	4.434255263383847e-12	5.576222499936353e-11	-1.0115834326411157	8.558309946647883	3.777574971488091	7.73701384087361	-0.4033072849683652	7.253251616296435
ENSG00000183798	95	1.9899102449375523e-27	4.189083912388449e-26	-0.04229814832723262	-0.019759662562025694	-0.8714502862224571	0	-1.7474737371634295	-0.16015899665912778
ENSG00000275395	95	5.690239321254783e-205	7.809306330025734e-203	0.033327023524345134	-4.697108003845378	-0.048008022732273004	-0.12999760998733043	-0.022461381472528817	-0.03949999719264708
ENSG00000054690	96	1.632665873924483e-12	2.0955971239679982e-11	-0.6432309323243905	-0.8161971626670996	0.13816031696418118	-3.8930771277276683	-0.9280580036018482	0.18923071630313926
ENSG00000139832	96	2.161221932157179e-204	2.9378210131122654e-202	-0.12230389160369817	-3.1313154029015022	-0.2610113509325646	0	-0.3832694422466648	-0.43100088378747936
ENSG00000171903	96	1.8541757609745115e-23	3.542791249851307e-22	-1.7016479256829402	-0.010521409605332387	-0.37463035075951634	-0.05412072658221112	-0.7397108783235835	0
ENSG00000177409	96	3.292713777128057e-62	1.362229093940557e-60	-1.1827019881599592	-1.0198295570891787	-1.635199763677574	-0.05916263810167013	-0.0065859371980740485	-1.0295408708323468
ENSG00000277196	96	4.000949353124175e-17	6.261573477756705e-16	-6.920368413574101	0.4122229427014216	-0.2640676950130028	0.19656343423369937	-0.8011195451965669	0.02259965140355591
ENSG00000120251	97	9.892856759971966e-12	1.2246378537300928e-10	1.973066909066656	6.5007230010297254	4.902171021116727	4.26622904995372	0.050093375917318994	6.517261606457911
ENSG00000169429	97	2.0965565615734735e-202	2.8230331889942265e-200	0	-3.926555781331529	-0.30132326956748806	0	-0.013718895051894947	-4.307692105332299
ENSG00000174705	97	2.8223281805292694e-75	1.423430746314287e-73	-1.694679918265362	-1.1203597197220194	-1.519988178492482	-1.2633503540176427	-0.6509002978428453	-0.14863231473418576
ENSG00000118785	98	1.9982955679654205e-12	2.5534174253867934e-11	1.11204558675782	-9.549837231188294	-2.3139526680869276	-10.04117388318794	1.3837454243231915	1.3349411096964376
ENSG00000150275	98	5.843922174856596e-23	1.1047722013473966e-21	0.29393639557245355	0.2888757157785668	0.060168073190620064	0.2804518819090071	-5.0799109419377855	0.29393639557245355
ENSG00000152583	98	2.260643137924246e-12	2.878337155003811e-11	-12.191492544471949	0.1487860729708671	-4.588145170693267	0.5095488221056699	-7.501756393871367	-8.219249415262494
ENSG00000155090	98	2.0203199080300246e-55	7.412860166404259e-54	-0.510991145688688	-3.2125747700877816	-4.577310509922571	-0.19720401123964737	-0.9071460090828953	-4.311235145220074
ENSG00000241839	98	5.099840130297849e-202	6.802805437359179e-200	-1.1532848405797185	-2.8538589879559577	-0.2650933058022545	-0.3450050841591431	-0.3406535155574815	-0.8814492886565614
ENSG00000099282	99	6.924803934748583e-46	2.1770424352569648e-44	-0.4077915743157518	-0.7062444801041867	-0.04357190798917796	-3.2466982666610944	-1.533519037530326	-1.1188999569755225
ENSG00000168329	99	5.189382881204671e-196	6.733460169403046e-194	0	-3.322273004431508	-0.004305109955237844	-0.08069633599930924	-0.020022969389403057	-0.03240052926441355
ENSG00000174684	99	1.2968366611727475e-11	1.5984239779722447e-10	2.161481068937915	7.456539669709703	5.373013496407031	7.125507236643564	4.620679681748172	6.623730465832235
ENSG00000071205	100	6.933053246702428e-45	2.1465394574877297e-43	-0.2039814354490512	-0.5820904933124292	-0.45032097569993124	-0.05799224247641146	-1.3111377000677702	-1.854758525557841
ENSG00000088367	100	1.193079310550588e-14	1.6860218811374783e-13	4.6273905043078525	6.320597603437183	5.08406806787927	4.2494575951920375	4.572993264530562	4.288586887119161
ENSG00000134516	100	5.973227077318053e-195	7.680709015725993e-193	-0.021658450353236023	-2.77223744028335	-0.018353730507546774	-0.089303623421327	-0.020522630240288477	-0.023829230315032254
ENSG00000137693	100	4.841014621233967e-54	1.744843476991719e-52	-1.2073788658821667	-0.02718615402746547	-1.277466782296403	-0.037736712219120526	-0.03014166075726896	-0.7477813059354996
ENSG00000008056	101	2.3630950508167797e-11	2.868065957509174e-10	6.01142302789523	5.957885928248993	5.742462676443232	5.953483524384457	4.67383963774116	5.7907583239491895
ENSG00000087086	101	1.0236073173936496e-12	1.333024383317476e-11	-2.381529441084303	-6.005733578285999	-1.74911863064822	-3.9608490179771687	-0.8536544188234627	-3.1232226411916253
ENSG00000100292	101	2.527645631099069e-194	3.221168401131925e-192	-0.3943835219376317	-3.0611186332572653	-0.3354424074034845	-0.04282931424975791	-0.1750161656687859	-0.8809150831435903
ENSG00000180573	101	7.281651630438871e-54	2.6179096655227834e-52	-1.002617476420314	-0.5176394759137987	-1.5834093674059877	-2.5572085121888355	-0.2602642409439316	-0.6920306640539372
ENSG00000115468	102	2.983265570094224e-12	3.774835946981811e-11	-2.719072196767373	0.329247525161143	-0.047418426519677204	-5.829884433443274	0.36362300848811646	-1.6551455723319517
ENSG00000144802	102	1.2452451013984082e-11	1.537489907634905e-10	0.12659510677982247	-2.804699465079357	-2.3618549250584713	-0.7051729635284574	-1.8339740829682654	-5.296770572921829
ENSG00000260549	102	1.5061675356241588e-53	5.4013892552672784e-52	-0.4795477622197268	-0.1496124030510479	-1.0743606778701005	-0.03072278362519159	-0.5324049527214758	-0.8151899371010694
ENSG00000134531	103	1.88075806376515e-26	3.8791993994392976e-25	-0.8489153098049975	-1.2648948760343075	-4.466540091979897	-0.016494323341551986	-0.8037234456277034	-5.792163822546726
